DOI,Name,Temperature,proton conductivity,RH,Ea,Guest,NOTE,Water Adsorption(cm^3/g),g/g,mol/mol,weight,wt%
10.1021/acs.inorgchem.2c03546,JESYOZ,307.7945902,1.85e-06,95.0,1.15,,2,,,,,
10.1021/ic400951s,MIQSOW,296.3674245,2.39e-05,69.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIQSOW,295.4043938,2.19e-05,69.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIQSOW,293.5176624,1.93e-05,69.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIQSOW,291.6115035,1.76e-05,69.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIQSOW,289.7198699,1.57e-05,69.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIQSOW,287.8319062,1.33e-05,69.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIQSOW,285.9160608,1.15e-05,69.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIQSOW,284.9270729,9.76e-06,69.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIQSOW,283.013528,8.79e-06,69.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIQSOW,297.0,9.4e-05,98.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIQSOW,295.1297686,8.35e-05,98.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIQSOW,293.2473923,7.35e-05,98.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIQSOW,292.2284759,6.52e-05,98.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIQSOW,290.3878711,5.81e-05,98.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIQSOW,288.4171666,4.79e-05,98.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIQSOW,285.5780242,3.66e-05,98.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIQSOW,283.5994441,3.3e-05,98.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIPVUE,296.8786182,6.85e-05,69.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,294.9452287,6.45e-05,69.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,293.1021344,6.15e-05,69.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,292.1652954,5.7e-05,69.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,290.2867162,5.31e-05,69.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,288.4379642,5e-05,69.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,286.4410275,4.17e-05,69.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,285.5462214,3.87e-05,69.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,284.5589763,3.71e-05,69.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,297.0,9.4e-05,98.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,295.1410922,8.54e-05,98.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,293.2405129,8.22e-05,98.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,292.2481187,7.72e-05,98.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,290.4275093,7.19e-05,98.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,288.5769692,6.77e-05,98.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,286.6914942,6.38e-05,98.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,285.74286,5.99e-05,98.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIPVUE,283.8385186,5.64e-05,98.0,,,Zn-(m-H6L),,,,,
10.1021/ic400951s,MIQSOW,314.0,9.75e-05,98.0,,,Mg-(p-H6L),,,,,
10.1021/ic400951s,MIPVUE,314.0,0.000139,98.0,,,Zn-(m-H6L),,,,,
10.1038/s41467-018-07414-4,DISROP,298.0,0.0028,95.0,,,,,,,,
10.1038/s41467-018-07414-4,DISROP,303.0,0.0032,95.0,,,,,,,,
10.1038/s41467-018-07414-4,DISROP,313.0,0.004,95.0,,,,,,,,
10.1038/s41467-018-07414-4,DISROP,323.0,0.0047,95.0,,,,,,,,
10.1038/s41467-018-07414-4,DISROP,333.0,0.006,95.0,,,,,,,,
10.1038/s41467-018-07414-4,DISROP,343.0,0.0075,95.0,,,,,,,,
10.1038/s41467-018-07414-4,DISROP,353.0,0.01,95.0,,,,,,,,
10.1038/s41467-018-07414-4,DISROP,363.0,0.011,95.0,,,,,,,,
10.1039/c4ta04421e,XORRON,373.0,0.000166,98.0,0.45,,Tb-DSOA,,,,,
10.1039/c4ta04421e,XORRON,363.1068878,5.35e-05,98.0,0.45,,Tb-DSOA,,,,,
10.1039/c4ta04421e,XORRON,352.8307612,5.11e-05,98.0,0.45,,Tb-DSOA,,,,,
10.1039/c4ta04421e,XORRON,342.74159,4.38e-05,98.0,0.45,,Tb-DSOA,,,,,
10.1039/c4ta04421e,XORRON,332.8584553,3.82e-05,98.0,0.45,,Tb-DSOA,,,,,
10.1039/c4ta04421e,XORRON,322.8587203,2.95e-05,98.0,0.45,,Tb-DSOA,,,,,
10.1039/c4ta04421e,XORRON,312.8137913,2.2e-05,98.0,0.45,,Tb-DSOA,,,,,
10.1039/c5cc01789k,XUGMET,322.5931326,0.000781636,90.0,0.16,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,315.8031031,0.000657794,90.0,0.16,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,305.454501,0.000577489,90.0,0.16,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,297.9666754,0.000448558,90.0,0.16,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,289.8710364,0.000391257,90.0,0.16,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,283.5367237,0.000348824,90.0,0.16,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,278.1153789,0.000327958,90.0,0.16,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,322.5972953,0.000470754,70.0,0.15,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,318.1096651,0.000415605,70.0,0.15,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,313.7441918,0.000377331,70.0,0.15,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,309.5965647,0.000342387,70.0,0.15,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,305.4591662,0.000328749,70.0,0.15,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,301.3364271,0.000315716,70.0,0.15,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,297.1397329,0.000303362,70.0,0.15,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,292.0782536,0.000268876,70.0,0.15,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,286.7572628,0.00024548,70.0,0.15,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,278.4413964,0.00021464,70.0,0.15,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,321.8538783,0.000112212,60.0,0.28,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,316.7574177,9.39e-05,60.0,0.28,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,310.6110963,7.04e-05,60.0,0.28,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,304.3121025,5.6e-05,60.0,0.28,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,298.0,4.5e-05,60.0,0.28,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,290.9429461,3.46e-05,60.0,0.28,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,283.7217484,2.69e-05,60.0,0.28,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,278.6175,2.32e-05,60.0,0.28,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,322.6253964,2.18e-05,40.0,0.68,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,316.0466358,1.11e-05,40.0,0.68,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,309.4308329,5.93e-06,40.0,0.68,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,303.2766004,3.36e-06,40.0,0.68,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,296.9958866,1.8e-06,40.0,0.68,NH3,JUK-2,,,,,
10.1039/c5cc01789k,XUGMET,289.9147361,9.17e-07,40.0,0.68,NH3,JUK-2,,,,,
10.1039/c6cc07729c,BAMNEL,307.7235535,1.44e-08,65.0,0.56,,1P,,,,,
10.1039/c6cc07729c,BAMNEL,303.0146932,1.18e-08,65.0,0.56,,1P,,,,,
10.1039/c6cc07729c,BAMNEL,298.0,8.51e-09,65.0,0.56,,1P,,,,,
10.1039/c6cc07729c,BAMNEL,298.0,3.3e-07,97.0,,,1P,,,,,
10.1039/c7dt03932h,MAZYUK,298.0,1.9e-07,55.0,,DMF,,136.706,,,,
10.1039/c7dt03932h,MAZYUK,298.0,1.75e-06,64.8968,,DMF,,162.952,,,,
10.1039/c7dt03932h,MAZYUK,298.0,5.12e-06,74.9456,,DMF,,196.814,,,,
10.1039/c7dt03932h,MAZYUK,298.0,0.0001,84.8408,,DMF,,270.978,,,,
10.1039/c7dt03932h,MAZYUK,298.0,0.000918,95.0,,DMF,,405.028,,,,
10.1039/c7dt03932h,MAZYUK,333.000333,0.0095,97.0,0.45,DMF,,495.432,,,,
10.1039/c7dt03932h,MAZYUK,328.0108112,0.008278777,97.0,0.45,DMF,,495.432,,,,
10.1039/c7dt03932h,MAZYUK,323.0026325,0.007887548,97.0,0.45,DMF,,495.432,,,,
10.1039/c7dt03932h,MAZYUK,317.9165024,0.006361443,97.0,0.45,DMF,,495.432,,,,
10.1039/c7dt03932h,MAZYUK,312.9929639,0.004451519,97.0,0.45,DMF,,495.432,,,,
10.1039/c7dt03932h,MAZYUK,308.000308,0.003096013,97.0,0.45,DMF,,495.432,,,,
10.1039/c7dt03932h,MAZYUK,302.9485987,0.002220862,97.0,0.45,DMF,,495.432,,,,
10.1039/c7dt03932h,MAZYUK,297.9897611,0.001684124,97.0,0.45,DMF,,495.432,,,,
10.1039/c7ta00169j,BAXRUQ,293.0,3.22e-07,33.0,,,,,,,,
10.1039/c7ta00169j,BAXRUQ,293.0,7.34e-07,53.209,,,,,,,,
10.1039/c7ta00169j,BAXRUQ,293.0,8.78e-07,65.0746,,,,,,,,
10.1039/c7ta00169j,BAXRUQ,293.0,9.9e-07,74.9254,,,,,,,,
10.1039/c7ta00169j,BAXRUQ,293.0,1.17e-05,97.0,,,,,,,,
10.1039/c7ta00169j,BAXRUQ,308.6029237,0.000238716,100.0,0.23,,,,,,,
10.1039/c7ta00169j,BAXRUQ,305.7589702,0.000224627,100.0,0.23,,,,,,,
10.1039/c7ta00169j,BAXRUQ,302.9678733,0.000209557,100.0,0.23,,,,,,,
10.1039/c7ta00169j,BAXRUQ,298.0199554,0.000186746,100.0,0.23,,,,,,,
10.1039/c7ta00169j,BAXRUQ,295.06881,0.000168872,100.0,0.23,,,,,,,
10.1039/c7ta00169j,BAXRUQ,292.9372821,0.000158579,100.0,0.23,,,,,,,
10.1039/c7ta03917d,ZAVLAM,298.0,2.7e-07,33.0,,,BUT-83,148.73,,,,
10.1039/c7ta03917d,ZAVLAM,298.0,5.36e-07,53.4173,,,BUT-83,159.33,,,,
10.1039/c7ta03917d,ZAVLAM,298.0,1.1e-06,65.0,,,BUT-83,162.48,,,,
10.1039/c7ta03917d,ZAVLAM,298.0,1.1e-05,75.0,,,BUT-83,167.64,,,,
10.1039/c7ta03917d,ZAVLAM,298.0,0.0019,85.0,,,BUT-83,177.1,,,,
10.1039/c7ta03917d,ZAVLAM,353.0,0.039,97.0,0.34,,BUT-83,213.0,,,,
10.1039/c7ta03917d,ZAVLAM,342.9625794,0.030333234,97.0,0.34,,BUT-83,213.0,,,,
10.1039/c7ta03917d,ZAVLAM,333.0901775,0.024005717,97.0,0.34,,BUT-83,213.0,,,,
10.1039/c7ta03917d,ZAVLAM,322.8451699,0.017591616,97.0,0.34,,BUT-83,213.0,,,,
10.1039/c7ta03917d,ZAVLAM,312.9939436,0.013231779,97.0,0.34,,BUT-83,213.0,,,,
10.1039/c7ta03917d,ZAVLAM,302.9137271,0.008740708,97.0,0.34,,BUT-83,213.0,,,,
10.1039/c7ta03917d,ZAVLAM,298.0,0.005,97.0,0.34,,BUT-83,213.0,,,,
10.1039/c8cc00572a,KEWQUB,353.0,0.0221,90.0,0.1,,,112.0,,,,
10.1039/c8cc00572a,KEWQUB,363.0,0.0291,90.0,0.1,,,112.0,,,,
10.1039/c8cc00572a,KEWQUB,313.0,0.00985,90.0,0.1,,,112.0,,,,
10.1039/c8cc00572a,KEWQUB,323.0,0.011,90.0,0.1,,,112.0,,,,
10.1039/c8cc00572a,KEWQUB,303.0,8.67e-05,40.0,,,,28.74,,,,
10.1039/c8cc00572a,KEWQUB,303.0,0.000434,60.0,,,,93.18,,,,
10.1039/c8cc00572a,KEWQUB,303.0,0.00878,90.0,0.1,,,112.0,,,,
10.1039/c8cc08706g,MILPAB,287.0,0.00553,98.0,0.68,,,,,,,
10.1039/c8cc08706g,MILPAB,297.0,0.0133,98.0,0.68,,,,,,,
10.1039/c8cc08706g,MILPAB,297.0,1.45e-05,60.181,,,,,,,,
10.1039/c8cc08706g,MILPAB,297.0,4.12e-05,70.1357,,,,,,,,
10.1039/c8cc08706g,MILPAB,297.0,6.51e-05,80.0905,,,,,,,,
10.1039/c8cc08706g,MILPAB,297.0,0.000143427,90.0452,,,,,,,,
10.1039/c8cc08706g,MILPAB,295.0122283,0.010958205,98.0,0.68,,,,,,,
10.1039/c8cc08706g,MILPAB,292.9441473,0.009371033,98.0,0.68,,,,,,,
10.1039/c8cc08706g,MILPAB,291.0039053,0.007911517,98.0,0.68,,,,,,,
10.1039/c8cc08706g,MILPAB,289.0398962,0.006354216,98.0,0.68,,,,,,,
10.1039/c8nj04331k,CINVED,323.0,6.52e-08,68.0,1.46,,,,,,,
10.1039/c8nj04331k,CINVED,333.0,1.21e-07,68.0,1.46,,,,,,,
10.1039/c8nj04331k,CINVED,343.0,2.55e-07,68.0,1.46,,,,,,,
10.1039/c8nj04331k,CINVED,353.0,6.49e-06,68.0,1.46,,,,,,,
10.1039/c8nj04331k,CINVED,363.0,1.66e-05,68.0,1.46,,,,,,,
10.1039/c8nj04331k,CINVED,373.0,4.32e-05,68.0,1.46,,,,,,,
10.1039/c8nj04331k,CINVED,313.0,2.09e-08,85.0,,,,,,,,
10.1039/c8nj04331k,CINVED,323.0,1.42e-07,85.0,,,,,,,,
10.1039/c8nj04331k,CINVED,333.0,1.51e-06,85.0,,,,,,,,
10.1039/c8nj04331k,CINVED,343.0,2.27e-06,85.0,,,,,,,,
10.1039/c8nj04331k,CINVED,353.0,2.71e-06,85.0,,,,,,,,
10.1039/c8nj04331k,CINVED,363.0,1.01e-05,85.0,,,,,,,,
10.1039/c8nj04331k,CINVED,373.0,4.33e-05,85.0,,,,,,,,
10.1039/c8nj04331k,CINVED,313.0,1.7e-07,93.0,,,,,,,,
10.1039/c8nj04331k,CINVED,323.0,2.7e-07,93.0,,,,,,,,
10.1039/c8nj04331k,CINVED,333.0,1.21e-06,93.0,,,,,,,,
10.1039/c8nj04331k,CINVED,343.0,2.89e-06,93.0,,,,,,,,
10.1039/c8nj04331k,CINVED,353.0,5.26e-06,93.0,,,,,,,,
10.1039/c8nj04331k,CINVED,363.0,7.56e-05,93.0,,,,,,,,
10.1039/c8nj04331k,CINVED,373.0,8.21e-05,93.0,,,,,,,,
10.1039/c8nj04331k,CINVED,303.0,3.01e-07,98.0,1.02,,,,,,,
10.1039/c8nj04331k,CINVED,313.0,3.93e-07,98.0,1.02,,,,,,,
10.1039/c8nj04331k,CINVED,323.0,5.92e-07,98.0,1.02,,,,,,,
10.1039/c8nj04331k,CINVED,333.0,1.26e-06,98.0,1.02,,,,,,,
10.1039/c8nj04331k,CINVED,343.0,3.21e-06,98.0,1.02,,,,,,,
10.1039/c8nj04331k,CINVED,353.0,6.38e-06,98.0,1.02,,,,,,,
10.1039/c8nj04331k,CINVED,363.0,8.52e-06,98.0,1.02,,,,,,,
10.1039/c8nj04331k,CINVED,373.0,0.00013,98.0,1.02,,,,,,,
10.1039/c8qi01055b,RINNIO,353.0,0.00095,98.0,,DMF,mof2,189.0,,,,
10.1039/c8qi01055b,RINNIO,353.0,0.00017,80.0,,DMF,mof2,162.0,,,,
10.1039/c8qi01055b,RINNIO,353.0,7e-05,70.0,,DMF,mof2,137.0,,,,
10.1039/c8qi01055b,RINNIO,353.0,2e-05,60.0,,DMF,mof2,118.5,,,,
10.1039/c8qi01055b,RINNIO,353.0,9.7e-06,50.0,,DMF,mof2,104.6,,,,
10.1039/c9ce01716j,KUDQIM,298.0,4.72e-10,53.0,,,2,0.9325417090381054,0.00075,,,
10.1039/c9ce01716j,KUDQIM,298.0,2.21e-08,64.8903,,,2,3.966410735775408,0.00319,,,
10.1039/c9ce01716j,KUDQIM,298.0,1.78e-06,74.7649,,,2,12.141693051676132,0.009765,,,
10.1039/c9ce01716j,KUDQIM,298.0,9.9e-05,97.0,0.19,,2,75.10069230120209,0.0604,,,
10.1039/c9ce01716j,KUDQIM,325.0,0.000164,97.0,0.19,,2,75.10069230120209,0.0604,,,
10.1039/c9ce01716j,KUDQIM,321.1128487,0.000152235,97.0,0.19,,2,75.10069230120209,0.0604,,,
10.1039/c9ce01716j,KUDQIM,317.0717787,0.000138486,97.0,0.19,,2,75.10069230120209,0.0604,,,
10.1039/c9ce01716j,KUDQIM,312.0543474,0.000129831,97.0,0.19,,2,75.10069230120209,0.0604,,,
10.1039/c9ce01716j,KUDQIM,306.9857681,0.000110855,97.0,0.19,,2,75.10069230120209,0.0604,,,
10.1039/c9ce01716j,KUDQIM,301.9779556,0.000101226,97.0,0.19,,2,75.10069230120209,0.0604,,,
10.1039/c9dt04229f,WUFCEI,298.623,0.000165486,95.0,0.338,,,,,,,
10.1039/c9dt04229f,WUFCEI,309.922,0.000261445,95.0,0.338,,,,,,,
10.1039/c9dt04229f,WUFCEI,320.952,0.000389655,95.0,0.338,,,,,,,
10.1039/c9dt04229f,WUFCEI,330.91,0.000516761,95.0,0.338,,,,,,,
10.1039/c9dt04229f,WUFCEI,340.594,0.00075216,95.0,0.338,,,,,,,
10.1039/c9dt04229f,WUFCEI,350.014,0.000974406,95.0,0.338,,,,,,,
10.1039/c9dt04229f,WUFCEI,358.0,0.00127,95.0,0.338,,,,,,,
10.1039/c9nj00400a,QIXYEE,323.0,4.54e-08,75.0,1.03,,1,232.51373278683428,0.187,,,
10.1039/c9nj00400a,QIXYEE,333.0,1.47e-07,75.0,1.03,,1,232.51373278683428,0.187,,,
10.1039/c9nj00400a,QIXYEE,343.0,1.79e-07,75.0,1.03,,1,232.51373278683428,0.187,,,
10.1039/c9nj00400a,QIXYEE,353.0,9.02e-07,75.0,1.03,,1,232.51373278683428,0.187,,,
10.1039/c9nj00400a,QIXYEE,363.0,1.69e-06,75.0,1.03,,1,232.51373278683428,0.187,,,
10.1039/c9nj00400a,QIXYEE,303.0,1.36e-08,85.0,,,1,239.97406645913912,0.193,,,
10.1039/c9nj00400a,QIXYEE,313.0,7.45e-08,85.0,,,1,239.97406645913912,0.193,,,
10.1039/c9nj00400a,QIXYEE,323.0,1.17e-07,85.0,,,1,239.97406645913912,0.193,,,
10.1039/c9nj00400a,QIXYEE,333.0,3.63e-07,85.0,,,1,239.97406645913912,0.193,,,
10.1039/c9nj00400a,QIXYEE,343.0,9.67e-07,85.0,,,1,239.97406645913912,0.193,,,
10.1039/c9nj00400a,QIXYEE,353.0,2.42e-06,85.0,,,1,239.97406645913912,0.193,,,
10.1039/c9nj00400a,QIXYEE,363.0,5.45e-06,85.0,,,1,239.97406645913912,0.193,,,
10.1039/c9nj00400a,QIXYEE,373.0,1.17e-06,85.0,,,1,239.97406645913912,0.193,,,
10.1039/c9nj00400a,QIXYEE,303.0,8.55e-08,93.0,,,1,254.8947338037488,0.205,,,
10.1039/c9nj00400a,QIXYEE,313.0,9.96e-08,93.0,,,1,254.8947338037488,0.205,,,
10.1039/c9nj00400a,QIXYEE,323.0,2.13e-07,93.0,,,1,254.8947338037488,0.205,,,
10.1039/c9nj00400a,QIXYEE,333.0,5.36e-07,93.0,,,1,254.8947338037488,0.205,,,
10.1039/c9nj00400a,QIXYEE,343.0,1.82e-06,93.0,,,1,254.8947338037488,0.205,,,
10.1039/c9nj00400a,QIXYEE,353.0,3.49e-06,93.0,,,1,254.8947338037488,0.205,,,
10.1039/c9nj00400a,QIXYEE,363.0,5.99e-06,93.0,,,1,254.8947338037488,0.205,,,
10.1039/c9nj00400a,QIXYEE,373.0,1.25e-05,93.0,,,1,254.8947338037488,0.205,,,
10.1039/c9nj00400a,QIXYEE,303.0,1.54e-07,98.0,0.48,,1,263.5984564214378,0.212,,,
10.1039/c9nj00400a,QIXYEE,313.0,2.65e-07,98.0,0.48,,1,263.5984564214378,0.212,,,
10.1039/c9nj00400a,QIXYEE,323.0,6.09e-07,98.0,0.48,,1,263.5984564214378,0.212,,,
10.1039/c9nj00400a,QIXYEE,333.0,9.31e-06,98.0,0.48,,1,263.5984564214378,0.212,,,
10.1039/c9nj00400a,QIXYEE,343.0,1.77e-05,98.0,0.48,,1,263.5984564214378,0.212,,,
10.1039/c9nj00400a,QIXYEE,353.0,2.65e-05,98.0,0.48,,1,263.5984564214378,0.212,,,
10.1039/c9nj00400a,QIXYEE,363.0,3.13e-05,98.0,0.48,,1,263.5984564214378,0.212,,,
10.1039/c9nj00400a,QIXYEE,373.0,5.74e-05,98.0,0.48,,1,263.5984564214378,0.212,,,
10.1039/d0cc00755b,TULPUO,318.0884159,2.54e-10,60.0,1.32,,Mg,350.0,,,,
10.1039/d0cc00755b,TULPUO,313.0439138,1.45e-10,60.0,1.32,,Mg,350.0,,,,
10.1039/d0cc00755b,TULPUO,307.9291763,5.6e-11,60.0,1.32,,Mg,350.0,,,,
10.1039/d0cc00755b,TULPUO,303.0330579,3.19e-11,60.0,1.32,,Mg,350.0,,,,
10.1039/d0cc00755b,TULPUO,297.8628342,1.24e-11,60.0,1.32,,Mg,350.0,,,,
10.1039/d0cc00755b,TULPUO,317.9892901,0.01198514,95.0,0.58,,Mg,610.0,,,,
10.1039/d0cc00755b,TULPUO,312.8881769,0.007516356,95.0,0.58,,Mg,610.0,,,,
10.1039/d0cc00755b,TULPUO,307.9490899,0.006295844,95.0,0.58,,Mg,610.0,,,,
10.1039/d0cc00755b,TULPUO,302.8302515,0.0039507,95.0,0.58,,Mg,610.0,,,,
10.1039/d0cc00755b,TULPUO,297.8796923,0.002478411,95.0,0.58,,Mg,610.0,,,,
10.1039/d0cc00755b,TULQEZ,318.0398568,6.95e-08,70.0,1.35,,Co,150.0,,,,
10.1039/d0cc00755b,TULQEZ,312.8783873,3e-08,70.0,1.35,,Co,150.0,,,,
10.1039/d0cc00755b,TULQEZ,307.9946163,1.35e-08,70.0,1.35,,Co,150.0,,,,
10.1039/d0cc00755b,TULQEZ,302.9853143,7.22e-09,70.0,1.35,,Co,150.0,,,,
10.1039/d0cc00755b,TULQEZ,298.0315019,2.98e-09,70.0,1.35,,Co,150.0,,,,
10.1039/d0cc00755b,TULQEZ,317.9437939,3.44e-05,95.0,1.02,,Co,350.0,,,,
10.1039/d0cc00755b,TULQEZ,312.9596595,1.84e-05,95.0,1.02,,Co,350.0,,,,
10.1039/d0cc00755b,TULQEZ,307.5626582,9.88e-06,95.0,1.02,,Co,350.0,,,,
10.1039/d0cc00755b,TULQEZ,302.9495165,6.56e-06,95.0,1.02,,Co,350.0,,,,
10.1039/d0cc00755b,TULQEZ,297.944481,2.6e-06,95.0,1.02,,Co,350.0,,,,
10.1039/d0cc05270a,MALPEY,298.0,0.000163,98.0,0.21,,MFM-722(Pb)-H2O,74.0,,,,
10.1039/d0cc05270a,MALPEY,303.0,0.000216,98.0,0.21,,MFM-722(Pb)-H2O,74.0,,,,
10.1039/d0cc05270a,MALPEY,308.0,0.000241,98.0,0.21,,MFM-722(Pb)-H2O,74.0,,,,
10.1039/d0cc05270a,MALPEY,313.0,0.000351,98.0,0.21,,MFM-722(Pb)-H2O,74.0,,,,
10.1039/d0cc05270a,MALPEY,318.0,0.000482,98.0,0.21,,MFM-722(Pb)-H2O,74.0,,,,
10.1039/d0cc05270a,MALPEY,323.0,0.000661,98.0,0.21,,MFM-722(Pb)-H2O,74.0,,,,
10.1039/d0cc05270a,MALPEY,328.0,0.000596,98.0,0.21,,MFM-722(Pb)-H2O,74.0,,,,
10.1039/d0cc05270a,MALPEY,333.0,0.000552,98.0,0.21,,MFM-722(Pb)-H2O,74.0,,,,
10.1039/d0cc05270a,MALPEY,338.0,0.000418,98.0,0.21,,MFM-722(Pb)-H2O,74.0,,,,
10.1039/d0cc05270a,MALPEY,343.0,0.000433,98.0,0.21,,MFM-722(Pb)-H2O,74.0,,,,
10.1039/d0cc05270a,MALPEY,348.0,0.000355,98.0,0.21,,MFM-722(Pb)-H2O,74.0,,,,
10.1039/d0ce00900h,MUWLIC,343.0,0.00243,100.0,1.46,,Tm-Ni,,,,,
10.1039/d0ce00900h,MUWLIC,333.9556039,0.001452503,100.0,1.46,,Tm-Ni,,,,,
10.1039/d0ce00900h,MUWLIC,323.7555645,0.000606316,100.0,1.46,,Tm-Ni,,,,,
10.1039/d0ce00900h,MUWLIC,315.0767369,2.92e-05,100.0,1.46,,Tm-Ni,,,,,
10.1039/d0ce00900h,MUWLIC,302.9871503,6.05e-06,100.0,1.46,,Tm-Ni,,,,,
10.1039/d0ce00900h,MUWLIC,292.9106827,1.04e-06,100.0,1.46,,Tm-Ni,,,,,
10.1039/d0dt02834g,PABKAI,338.0,5.7e-05,98.0,0.7,DMF,Eu-MOF,,,,,
10.1039/d0dt02834g,PABKAI,332.8994544,2.1e-05,98.0,0.7,DMF,Eu-MOF,,,,,
10.1039/d0dt02834g,PABKAI,327.1737423,1.82e-05,98.0,0.7,DMF,Eu-MOF,,,,,
10.1039/d0dt02834g,PABKAI,322.9118903,1.53e-05,98.0,0.7,DMF,Eu-MOF,,,,,
10.1039/d0dt02834g,PABKAI,316.9069878,1.09e-05,98.0,0.7,DMF,Eu-MOF,,,,,
10.1039/d0dt02834g,PABKAI,312.0709025,5.8e-06,98.0,0.7,DMF,Eu-MOF,,,,,
10.1039/d0dt02834g,PABKAI,307.0338382,3.57e-06,98.0,0.7,DMF,Eu-MOF,,,,,
10.1039/d0dt02834g,PABKAI,303.0523432,2.55e-06,98.0,0.7,DMF,Eu-MOF,,,,,
10.1039/d0dt02834g,PABKAI,299.0636318,1.94e-06,98.0,0.7,DMF,Eu-MOF,,,,,
10.1039/d0dt02834g,PABKAI,293.0,1.5e-06,98.0,0.7,DMF,Eu-MOF,,,,,
10.1039/d0dt02834g,PABKAI,298.0,6.84e-05,98.0,,"imidazole,DMF",Im@Eu-MOF,116.64539963785288,,,,0.0857
10.1039/d0dt02834g,PABKAI,328.0,0.000259,98.0,,"imidazole,DMF",Im@Eu-MOF,116.64539963785288,,,,0.0857
10.1039/d0dt02834g,PABKAI,348.0,0.000453,98.0,,"imidazole,DMF",Im@Eu-MOF,116.64539963785288,,,,0.0857
